11	157	3
11	430	1
11	489	1
11	532	1
11	616	1
11	698	1
11	770	2
11	775	1
15	157	4
15	532	3
15	775	4
15	942	2
33	88	2
33	141	2
33	157	1
33	266	2
33	670	2
33	716	2
33	770	2
33	903	1
50	104	2
50	153	2
50	157	2
50	643	4
81	157	1
81	251	2
81	670	1
81	758	2
82	118	1
82	157	2
82	251	1
82	485	2
82	705	2
82	890	1
88	89	1
88	110	1
88	140	1
88	141	3
88	153	2
88	157	10
88	159	1
88	172	1
88	235	1
88	266	2
88	304	1
88	397	1
88	501	1
88	509	2
88	616	1
88	625	1
88	646	1
88	670	3
88	698	1
88	716	2
88	770	5
88	894	1
88	903	2
88	912	2
88	920	1
88	942	1
89	157	4
89	350	1
89	509	1
89	733	1
89	894	1
89	912	1
104	153	2
104	157	2
104	643	4
106	153	1
106	157	1
106	509	1
106	643	1
106	770	2
110	153	1
110	157	4
110	159	1
110	489	1
110	509	1
110	616	1
110	625	1
110	649	1
110	770	4
110	775	1
117	157	5
117	251	1
117	341	1
117	646	3
117	726	2
117	770	5
117	936	2
117	942	2
118	157	2
118	251	2
118	485	1
118	670	1
118	705	2
118	770	1
118	890	2
136	153	1
136	157	5
136	189	1
136	489	3
136	616	1
136	822	1
136	931	1
138	153	1
138	157	1
138	235	1
138	489	1
138	670	1
138	761	1
138	770	1
140	498	1
140	616	1
140	698	1
140	723	1
140	761	1
140	770	4
140	981	1
141	153	2
141	157	6
141	203	2
141	235	2
141	266	2
141	291	1
141	304	1
141	385	1
141	397	1
141	430	1
141	484	2
141	489	6
141	497	3
141	498	2
141	509	2
141	616	10
141	670	3
141	716	3
141	770	11
141	817	3
141	822	1
141	847	1
141	903	2
141	920	1
141	941	1
141	942	3
142	153	1
142	157	5
142	199	1
142	206	1
142	235	1
142	616	1
142	775	1
144	153	3
144	157	1
144	235	1
144	303	1
144	871	1
144	931	1
144	940	2
153	159	10
153	172	12
153	194	4
153	203	3
153	224	1
153	235	12
153	240	1
153	267	2
153	286	2
153	291	4
153	303	8
153	350	1
153	366	2
153	368	1
153	370	5
153	385	2
153	430	3
153	436	1
153	443	2
153	461	3
153	489	5
153	504	1
153	509	22
153	538	2
153	541	2
153	564	2
153	616	3
153	643	4
153	670	3
153	687	1
153	694	1
153	698	4
153	734	2
153	761	3
153	770	31
153	775	7
153	793	1
153	822	1
153	862	1
153	871	1
153	872	1
153	894	3
153	903	1
153	912	1
153	920	1
153	922	1
153	927	1
153	931	1
153	940	4
153	942	3
153	946	1
157	159	1
157	162	5
157	172	5
157	189	3
157	191	3
157	203	2
157	206	3
157	224	3
157	235	10
157	240	2
157	251	1
157	266	5
157	267	1
157	286	1
157	291	9
157	302	3
157	303	1
157	304	4
157	333	3
157	341	8
157	350	4
157	366	3
157	368	2
157	370	2
157	385	1
157	397	3
157	430	3
157	436	2
157	443	1
157	450	3
157	461	5
157	485	2
157	489	27
157	497	1
157	501	9
157	504	2
157	509	40
157	528	3
157	532	3
157	540	3
157	561	3
157	616	11
157	643	6
157	646	17
157	649	4
157	670	8
157	675	2
157	687	3
157	694	7
157	698	8
157	705	3
157	726	7
157	733	3
157	734	9
157	737	2
157	740	3
157	748	2
157	758	1
157	761	1
157	770	38
157	775	16
157	783	3
157	793	3
157	809	1
157	817	3
157	822	3
157	846	1
157	847	2
157	862	2
157	870	3
157	890	1
157	894	3
157	903	2
157	912	6
157	919	2
157	920	2
157	922	10
157	927	1
157	931	3
157	940	5
157	941	5
157	942	4
157	946	2
159	194	1
159	206	1
159	235	2
159	430	1
159	436	1
159	538	1
159	761	2
159	770	2
161	172	1
161	430	1
161	698	1
161	761	1
161	770	4
161	912	1
162	199	1
162	450	3
162	540	3
172	203	1
172	341	1
172	698	2
172	705	1
172	761	2
172	770	7
172	922	1
189	489	1
189	509	1
191	430	1
191	528	1
191	770	1
191	870	1
194	509	3
194	616	1
194	761	2
194	862	1
199	235	1
199	489	1
199	770	1
203	235	1
203	266	1
203	385	1
203	509	1
203	528	1
203	770	1
203	775	1
203	822	1
203	872	1
206	436	2
206	775	1
224	675	1
224	761	1
235	286	1
235	291	3
235	430	1
235	461	2
235	484	3
235	489	2
235	497	1
235	509	1
235	538	4
235	616	3
235	646	1
235	734	1
235	761	1
235	770	9
235	775	3
235	872	1
235	894	1
235	931	1
235	941	1
235	942	1
240	350	1
240	366	1
240	489	1
240	509	1
240	922	1
251	705	2
251	758	2
251	890	3
266	509	2
266	528	1
266	561	2
266	670	3
266	716	2
266	770	3
266	903	1
266	922	1
267	443	2
267	698	2
286	291	2
286	430	1
286	770	1
286	942	1
291	509	1
291	670	2
291	716	1
291	770	1
291	871	1
291	919	1
291	940	4
291	946	1
302	489	1
302	509	1
302	528	1
302	616	1
303	368	1
303	489	1
303	509	2
303	670	2
303	770	4
304	397	1
304	670	1
304	698	1
304	770	3
304	847	1
304	870	1
304	903	2
304	920	2
304	942	2
333	489	1
333	509	2
333	646	1
333	733	1
341	501	2
341	646	4
341	770	2
341	922	2
350	366	1
350	509	3
350	770	2
350	775	1
350	941	1
366	370	1
366	463	1
366	489	2
366	509	1
366	809	1
366	922	1
368	770	1
368	775	2
368	809	1
370	385	1
370	577	1
370	775	4
397	770	2
397	846	2
397	903	1
397	920	1
397	922	1
397	942	1
430	436	1
430	528	1
430	616	1
430	770	4
430	870	1
430	942	1
443	509	1
443	698	2
450	540	1
461	698	1
461	770	5
461	783	1
461	920	1
463	489	1
463	675	1
463	698	1
484	489	2
484	498	2
484	538	3
484	616	2
484	770	3
485	670	1
485	705	2
485	770	2
485	919	1
485	922	1
489	497	3
489	498	2
489	509	4
489	541	2
489	564	1
489	616	6
489	625	1
489	694	2
489	740	2
489	770	11
489	775	3
489	817	3
489	822	1
489	894	2
489	922	1
489	927	1
497	616	3
497	734	1
497	770	3
497	817	3
498	616	2
498	723	1
498	770	1
498	981	1
501	646	7
501	649	2
501	726	2
501	770	3
501	817	2
504	770	1
509	528	2
509	561	2
509	564	1
509	616	3
509	670	3
509	733	2
509	734	2
509	770	12
509	775	3
509	783	1
509	793	3
509	862	2
509	894	2
509	912	1
509	919	1
509	941	4
509	942	3
509	946	2
528	616	1
528	770	2
528	870	1
532	770	1
532	775	3
532	942	2
538	770	3
541	775	2
561	670	1
561	770	1
564	770	1
564	793	1
577	927	2
616	625	1
616	646	1
616	670	1
616	770	9
616	775	1
616	817	3
616	822	1
616	894	1
625	748	1
625	770	1
643	698	1
643	770	1
646	726	5
646	770	8
646	817	2
649	770	2
649	822	1
670	698	1
670	716	3
670	770	7
670	775	1
670	903	1
670	912	1
670	919	1
670	946	1
675	698	1
694	734	2
694	770	2
698	748	2
698	761	1
698	770	4
698	912	1
698	919	1
698	920	1
698	942	1
705	890	2
716	770	3
716	903	1
723	770	3
723	981	3
726	770	5
726	817	2
726	922	2
733	912	1
733	931	1
734	737	1
734	770	1
734	894	1
740	770	3
758	847	1
761	927	1
770	775	2
770	817	3
770	846	2
770	862	2
770	870	3
770	894	2
770	903	2
770	912	2
770	919	2
770	920	2
770	922	4
770	936	2
770	942	8
770	981	3
775	809	1
775	872	1
775	941	2
775	942	2
871	912	1
871	940	2
872	912	1
872	936	1
903	920	1
903	942	1
912	936	1
912	942	1
919	922	1
919	946	1
920	942	2
936	942	2
940	942	1
